BHK,SqftArea,Bathrooms,Balconies,CityTier,LocationType,Furnishing,PropertyAge,PowerBackup,SalePrice_INR,PricePerSqft
3,1562.2810054201877,3,2,Tier 2,City Center,Fully Furnished,24,Yes,14847932.572145246,9504.008895091045
2,1061.5353306802228,2,1,Tier 3,City Center,Semi-Furnished,13,No,6679719.947052241,6292.50836406164
3,1171.3441833463312,2,3,Tier 2,Outskirts,Semi-Furnished,15,Yes,6775938.461339203,5784.754436549553
2,823.849182079454,1,1,Tier 3,Suburbs,Semi-Furnished,21,No,2122953.337927216,2576.871330464553
5,3399.3625091756558,2,0,Tier 3,Suburbs,Semi-Furnished,15,Yes,14626090.113503352,4302.597935355289
3,1279.439689571026,2,2,Tier 3,City Center,Fully Furnished,6,Yes,10059996.05061223,7862.813802489723
2,1331.2416504114592,1,3,Tier 1 (Metro),Outskirts,Semi-Furnished,9,No,13645827.117140276,10250.45085760548
3,1427.08164033574,2,0,Tier 1 (Metro),City Center,Unfurnished,20,Yes,27085560.605788533,18979.68542249362
2,1000.4575872287008,1,3,Tier 2,City Center,Unfurnished,5,No,10132764.037119817,10128.129534394251
3,1821.1095480689787,4,2,Tier 1 (Metro),Tech Park,Semi-Furnished,16,Yes,29984883.000909325,16465.172582672978
1,627.1892421938657,1,3,Tier 3,Suburbs,Fully Furnished,0,No,4366505.372937208,6962.022112597893
2,977.8374879441825,1,0,Tier 1 (Metro),Suburbs,Fully Furnished,1,Yes,14949900.851623472,15288.73768488292
4,1844.7027785913845,3,1,Tier 1 (Metro),Tech Park,Semi-Furnished,13,Yes,31301021.440804653,16968.056753677207
2,988.8159102955574,1,2,Tier 2,Suburbs,Fully Furnished,3,Yes,8563924.257046618,8660.78727888476
3,1601.3872584696355,2,1,Tier 1 (Metro),Suburbs,Fully Furnished,8,Yes,22361581.282617547,13963.881106427294
2,1178.260737373951,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,22,Yes,16763927.56797739,14227.689200049215
3,1501.2689576982455,4,0,Tier 1 (Metro),Outskirts,Semi-Furnished,5,Yes,15485778.443972684,10315.125990292621
3,1685.665889406946,3,2,Tier 2,Tech Park,Unfurnished,16,Yes,14632751.121211553,8680.694800296204
3,1991.5079196812821,4,1,Tier 1 (Metro),City Center,Unfurnished,20,Yes,37743694.445761,18952.319532729474
2,1076.261922452957,2,2,Tier 3,Outskirts,Unfurnished,10,Yes,3120209.910138849,2899.117626522955
2,1062.3305712009558,2,0,Tier 1 (Metro),City Center,Unfurnished,3,Yes,21055220.638235424,19819.838766790523
1,350.0,2,2,Tier 3,Tech Park,Unfurnished,20,Yes,1158739.620668733,3310.6846304820942
2,473.85397263418736,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,8,Yes,10118860.390088066,21354.385474150644
3,1616.5127187690505,2,0,Tier 1 (Metro),Tech Park,Fully Furnished,15,Yes,28829313.824063156,17834.263528725114
4,1962.070307487651,2,1,Tier 1 (Metro),Suburbs,Fully Furnished,2,No,28436825.38794781,14493.275434334448
4,1794.0869300341033,4,2,Tier 1 (Metro),Outskirts,Semi-Furnished,3,Yes,19536873.958717473,10889.591597630168
3,1573.0590612559035,3,3,Tier 2,Tech Park,Fully Furnished,23,No,13634943.023929108,8667.78836202323
3,1481.8788812409275,4,1,Tier 1 (Metro),City Center,Unfurnished,2,Yes,30380871.50182783,20501.588818370124
3,1838.3340751901694,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,12,No,24351874.429412622,13246.707852539535
2,1017.2221736517956,1,3,Tier 2,Suburbs,Unfurnished,18,Yes,5697377.745172033,5600.917766783068
4,1701.2306859719329,2,3,Tier 1 (Metro),Outskirts,Fully Furnished,24,Yes,16894116.35126451,9930.526465676056
3,1797.0498716877867,3,0,Tier 1 (Metro),Outskirts,Unfurnished,20,No,16965888.718041226,9440.967101323064
3,1434.8606775161393,4,3,Tier 2,Outskirts,Fully Furnished,0,No,9392044.107675567,6545.613978309003
2,1105.3073367344614,1,1,Tier 3,Suburbs,Unfurnished,22,Yes,3207232.3103291257,2901.665630669409
2,904.5178587614399,1,1,Tier 1 (Metro),Tech Park,Unfurnished,22,Yes,14237974.768764786,15740.954842241485
2,870.0346229005127,2,3,Tier 1 (Metro),City Center,Semi-Furnished,5,Yes,18227514.45351443,20950.332289935457
4,2033.6672920742785,3,2,Tier 3,Tech Park,Fully Furnished,21,Yes,12281271.418740442,6038.977696402798
3,1503.8485930631055,2,1,Tier 1 (Metro),City Center,Unfurnished,2,No,30580986.771901213,20335.150036356055
2,1095.9654070733666,2,1,Tier 3,Tech Park,Fully Furnished,2,Yes,8068804.82353395,7362.280571501474
5,2365.6771233451286,4,0,Tier 1 (Metro),Outskirts,Unfurnished,15,Yes,24126835.75879781,10198.701894145994
2,632.7280432459206,2,2,Tier 3,City Center,Semi-Furnished,9,Yes,5326612.750648372,8418.486911568882
2,913.4452232823223,2,3,Tier 1 (Metro),Suburbs,Semi-Furnished,24,Yes,11051852.49855736,12099.086203378742
1,579.3818467143816,2,2,Tier 3,City Center,Semi-Furnished,16,Yes,3518689.9447993613,6073.1794838818505
3,1410.7871762270681,4,0,Tier 1 (Metro),Suburbs,Semi-Furnished,6,No,18474620.46752882,13095.256874205741
4,1901.4466389941808,4,0,Tier 2,Tech Park,Unfurnished,12,Yes,16739637.476523597,8803.632525485153
2,1197.2753011811874,2,2,Tier 1 (Metro),Outskirts,Fully Furnished,10,No,11710857.979838002,9781.257467087566
4,1715.210709096431,2,0,Tier 1 (Metro),City Center,Semi-Furnished,9,Yes,33749725.51005864,19676.722708802303
2,691.4393563514201,1,0,Tier 2,Suburbs,Semi-Furnished,6,Yes,4780974.868730768,6914.525221646285
4,1935.7475521898023,3,0,Tier 2,Tech Park,Semi-Furnished,23,Yes,15577539.330313547,8047.298994484871
3,1354.7478146253789,2,2,Tier 3,Outskirts,Fully Furnished,5,Yes,6489816.51406001,4790.424050881089
3,1210.1261040740237,4,0,Tier 1 (Metro),Outskirts,Unfurnished,23,No,11101685.917921228,9173.990942387056
1,482.46215441013095,2,3,Tier 3,Outskirts,Unfurnished,0,Yes,2979524.0653589554,6175.66380725093
5,2745.752823623392,2,3,Tier 1 (Metro),Tech Park,Unfurnished,16,Yes,46329677.290947475,16873.214840150544
3,1497.2134315296553,4,1,Tier 3,Tech Park,Unfurnished,24,Yes,7034972.629545216,4698.71060558
2,1061.3962145372475,1,3,Tier 3,Tech Park,Fully Furnished,11,Yes,6960907.634367092,6558.2555684937515
3,2044.0223095546269,3,1,Tier 1 (Metro),Outskirts,Fully Furnished,3,No,22121836.77536634,10822.698300287377
2,931.4242276884872,2,2,Tier 3,City Center,Fully Furnished,2,Yes,7924262.108004445,8507.683043278854
4,2111.3394538578677,4,0,Tier 3,Suburbs,Semi-Furnished,5,No,11114914.826978121,5264.390246044424
2,898.1573274801731,1,3,Tier 1 (Metro),Tech Park,Fully Furnished,15,Yes,15690211.634251341,17469.335442901793
3,1246.0920840339081,2,1,Tier 2,City Center,Unfurnished,12,Yes,12597128.555122962,10109.307904711939
3,1324.527703974669,4,2,Tier 1 (Metro),Suburbs,Fully Furnished,8,Yes,18569156.305951994,14019.454821691763
1,452.12414284783114,1,1,Tier 3,Outskirts,Semi-Furnished,10,No,1334213.9092236692,2950.990187827059
2,1071.8951595094252,1,0,Tier 1 (Metro),City Center,Unfurnished,19,No,20152202.289830588,18800.53483873708
1,734.9075786700757,1,3,Tier 1 (Metro),Outskirts,Fully Furnished,24,Yes,7198089.204180938,9794.550244272821
2,856.7913127448319,2,2,Tier 1 (Metro),Suburbs,Unfurnished,20,Yes,10835359.87319829,12646.439934697677
2,916.6749388769075,1,1,Tier 2,Tech Park,Unfurnished,12,Yes,7718476.865217717,8420.08059549904
3,1481.0630960666256,4,2,Tier 3,Outskirts,Fully Furnished,22,Yes,6670506.662400922,4503.863934032456
2,1079.1597697419495,2,1,Tier 3,City Center,Fully Furnished,18,Yes,8333882.619255029,7722.566067532188
2,1052.710162390957,1,1,Tier 1 (Metro),Tech Park,Semi-Furnished,2,Yes,18742000.144829623,17803.571024964793
3,1885.2287381844353,3,0,Tier 1 (Metro),City Center,Fully Furnished,11,Yes,37163322.619314,19712.898422662514
1,350.0,2,0,Tier 2,Suburbs,Fully Furnished,18,Yes,2364853.8411877523,6756.725260536436
4,1045.2280519217309,3,1,Tier 2,Suburbs,Fully Furnished,7,Yes,11019716.068416411,10542.882051582743
4,1801.6487311959404,3,3,Tier 1 (Metro),Tech Park,Unfurnished,13,No,29792113.710571434,16536.027914162452
3,1829.1900562631126,3,2,Tier 1 (Metro),City Center,Semi-Furnished,21,Yes,34762043.98516865,19004.06350129887
3,1030.3055905183212,2,2,Tier 2,City Center,Unfurnished,8,No,9666404.738418575,9382.075403041972
4,796.9470641224971,3,0,Tier 1 (Metro),City Center,Fully Furnished,24,Yes,16505139.383735515,20710.45885827938
2,1114.2358812438417,1,3,Tier 2,City Center,Semi-Furnished,23,Yes,9026777.416747142,8101.316398705799
1,524.3657223702714,2,1,Tier 2,Suburbs,Fully Furnished,16,Yes,3691818.82280482,7040.541868596643
2,781.958318640114,2,0,Tier 3,City Center,Unfurnished,5,Yes,4916702.331831305,6287.678274696062
3,1204.3381197837211,3,1,Tier 2,Suburbs,Unfurnished,3,Yes,9634839.051244652,8000.1113416346125
1,403.02562803653257,1,1,Tier 1 (Metro),City Center,Fully Furnished,3,Yes,9867903.153918974,24484.554994662747
3,1533.160595242182,3,0,Tier 3,City Center,Semi-Furnished,18,No,9706991.760421364,6331.360061395279
5,2186.8423619084965,4,3,Tier 2,Outskirts,Unfurnished,11,Yes,12273225.625050383,5612.304681321117
4,2197.625567590208,3,2,Tier 1 (Metro),Outskirts,Fully Furnished,24,No,21721036.080792543,9883.865750893408
3,643.6120011286826,3,0,Tier 2,City Center,Fully Furnished,1,Yes,9182963.347770657,14267.855993466215
1,414.3148134872201,2,3,Tier 1 (Metro),Suburbs,Fully Furnished,16,Yes,5759850.375107037,13902.110635695879
3,1162.1838117266848,3,1,Tier 3,City Center,Semi-Furnished,14,Yes,8757161.346575458,7535.091487434101
3,1423.0977964882522,4,0,Tier 1 (Metro),Outskirts,Fully Furnished,9,No,16358061.408802837,11494.685361167218
2,892.3904483019724,2,2,Tier 2,City Center,Fully Furnished,2,Yes,10124478.42347166,11345.346022849495
1,579.7843779895767,1,2,Tier 1 (Metro),Outskirts,Unfurnished,19,No,4080814.297265133,7038.503368123688
4,1256.265291335977,3,1,Tier 1 (Metro),City Center,Fully Furnished,3,Yes,27605783.93701194,21974.485904688594
3,1513.6474428992256,4,0,Tier 3,Tech Park,Semi-Furnished,21,No,7760132.179046458,5126.776526099616
3,1667.5009269635118,2,2,Tier 3,City Center,Fully Furnished,0,Yes,12219644.920858286,7328.118817367036
4,2742.658974624782,2,0,Tier 1 (Metro),Suburbs,Semi-Furnished,0,Yes,37496395.159259014,13671.548488593566
3,1355.4702086719574,2,2,Tier 1 (Metro),Outskirts,Fully Furnished,17,Yes,14455706.411834849,10664.717172941815
3,1597.337581305755,4,1,Tier 1 (Metro),Tech Park,Fully Furnished,3,Yes,28895585.602241725,18089.842711032205
2,639.227441487527,2,1,Tier 2,Outskirts,Fully Furnished,22,Yes,3087197.9596336437,4829.57670348056
2,521.6087591373953,1,0,Tier 2,Outskirts,Semi-Furnished,21,Yes,1767143.2552478297,3387.8711281041815
2,1168.95487515634,2,3,Tier 2,Suburbs,Unfurnished,14,Yes,6880266.631265822,5885.827398038467
3,1498.3319119055789,3,3,Tier 2,City Center,Semi-Furnished,24,Yes,14231735.11745251,9498.386174898047
3,1853.553806939527,4,1,Tier 3,Suburbs,Unfurnished,22,Yes,7223965.984259291,3897.3597406309204
4,1450.6388444121003,4,2,Tier 1 (Metro),City Center,Semi-Furnished,20,Yes,28566716.902010206,19692.507898881908
2,1103.9804279057505,1,3,Tier 1 (Metro),Tech Park,Fully Furnished,21,Yes,17887013.86971102,16202.29255661956
3,2060.645352163156,2,1,Tier 2,Suburbs,Fully Furnished,9,No,13636227.625028329,6617.454871947636
3,1625.9116825071796,4,2,Tier 3,Suburbs,Unfurnished,24,No,6838735.817402104,4206.093043661925
3,1582.9744516773148,3,2,Tier 2,Outskirts,Unfurnished,16,Yes,7663472.421461148,4841.185158320753
3,1502.5668242473048,2,3,Tier 2,Suburbs,Semi-Furnished,24,No,9009620.985694207,5996.153276049791
2,685.8237085748176,1,1,Tier 2,City Center,Semi-Furnished,21,Yes,5218375.437272853,7608.916653110385
3,1906.6718807131047,4,2,Tier 3,Suburbs,Unfurnished,11,Yes,8755717.795974184,4592.147125335221
2,877.8284720389869,1,2,Tier 1 (Metro),Suburbs,Unfurnished,19,Yes,10950899.84083484,12474.988211989184
2,1100.8966512766033,2,0,Tier 1 (Metro),Tech Park,Semi-Furnished,11,No,19883206.31116746,18060.91996747454
2,687.3931386857494,1,0,Tier 3,City Center,Unfurnished,15,Yes,3136250.7999193403,4562.528520310293
3,1146.162100647666,2,3,Tier 3,Outskirts,Unfurnished,4,No,4837932.404298285,4220.984450248789
5,3217.5436996111175,2,0,Tier 1 (Metro),City Center,Unfurnished,15,No,61935084.66678021,19249.182124322313
3,1395.8093133126472,4,1,Tier 1 (Metro),Tech Park,Unfurnished,16,Yes,23373851.264710873,16745.73384901564
3,1935.9826428127635,2,3,Tier 1 (Metro),City Center,Fully Furnished,22,Yes,37724435.54623637,19485.936863270137
3,1476.5308022824447,4,3,Tier 1 (Metro),City Center,Fully Furnished,14,Yes,29451586.207465686,19946.475997614787
3,947.4306681126427,2,0,Tier 3,Suburbs,Unfurnished,12,Yes,4866646.502558891,5136.678246075397
1,589.2067599731721,2,2,Tier 1 (Metro),Suburbs,Semi-Furnished,7,Yes,8004048.547415472,13584.447924154696
2,882.0215364488785,2,1,Tier 3,City Center,Fully Furnished,20,Yes,6601844.760170657,7484.901997688689
2,1139.7377627034086,1,1,Tier 1 (Metro),City Center,Semi-Furnished,1,Yes,22831900.79917111,20032.59130856104
2,1005.0421735080164,1,1,Tier 2,Outskirts,Semi-Furnished,7,Yes,5546752.882642816,5518.925502680484
1,350.0,2,3,Tier 1 (Metro),Tech Park,Fully Furnished,9,Yes,7460344.518748578,21315.270053567365
2,1032.8589530741137,2,1,Tier 2,Suburbs,Semi-Furnished,6,Yes,7183134.38889825,6954.613083924943
2,1439.2446284305597,1,2,Tier 2,Suburbs,Semi-Furnished,9,Yes,9669842.798965143,6718.6929921077635
5,2746.49322925723,4,2,Tier 2,Suburbs,Unfurnished,24,Yes,16767692.203700077,6105.127813562746
2,988.4964493989074,2,0,Tier 1 (Metro),Suburbs,Unfurnished,3,Yes,13212238.888171805,13365.995291339696
2,1215.0686803913795,1,1,Tier 1 (Metro),City Center,Unfurnished,10,No,23173603.395283766,19071.84652954715
2,1042.1336930406221,1,3,Tier 1 (Metro),City Center,Fully Furnished,8,Yes,20744657.98974355,19905.946932026625
3,1562.8602690788384,3,0,Tier 1 (Metro),Outskirts,Unfurnished,3,Yes,16479528.556702215,10544.467015221631
2,781.6749655681795,1,2,Tier 2,Suburbs,Semi-Furnished,2,No,6336592.994433045,8106.429492502857
2,1046.7696051579196,1,1,Tier 2,Suburbs,Semi-Furnished,10,Yes,6891024.560374052,6583.133983274616
3,1810.6330249250834,3,2,Tier 2,City Center,Semi-Furnished,2,No,19007118.26093393,10497.498940582045
1,416.39378478999754,1,0,Tier 2,Outskirts,Semi-Furnished,17,Yes,1681603.4252980212,4038.4930964954597
1,642.4495821246948,2,2,Tier 1 (Metro),City Center,Semi-Furnished,18,No,11763771.220800279,18310.808424678868
2,981.6587951709748,1,1,Tier 1 (Metro),Suburbs,Fully Furnished,13,No,13791217.739006452,14048.891332557609
1,411.22304884614596,2,1,Tier 1 (Metro),Suburbs,Semi-Furnished,23,Yes,4600199.641883858,11186.62889833533
2,1199.526415384049,1,0,Tier 3,Tech Park,Fully Furnished,10,Yes,8506961.005231727,7091.933029676614
2,942.6411528523462,2,1,Tier 2,Tech Park,Semi-Furnished,23,No,7308232.133767212,7752.931337289028
3,1727.8544662458326,4,2,Tier 1 (Metro),Tech Park,Fully Furnished,1,No,31015908.861577556,17950.533142392982
3,1412.472410322439,3,2,Tier 1 (Metro),Outskirts,Fully Furnished,1,No,16888502.8842835,11956.695763302165
3,1482.052156941029,3,3,Tier 3,City Center,Semi-Furnished,1,Yes,11724245.952097647,7910.818723341433
2,1098.7120408668584,2,3,Tier 2,Suburbs,Semi-Furnished,9,No,7294932.390870898,6639.530759229111
4,2116.3588230360024,2,3,Tier 2,Suburbs,Semi-Furnished,22,Yes,13737345.785876455,6491.028665058639
2,600.8936439096523,2,2,Tier 1 (Metro),Outskirts,Semi-Furnished,14,Yes,6889541.323848121,11465.492094444591
1,387.8756259905608,2,2,Tier 1 (Metro),Suburbs,Unfurnished,21,Yes,4175967.872003121,10766.254933752258
3,1778.8229954372448,4,0,Tier 3,Suburbs,Unfurnished,11,Yes,9526488.398024678,5355.501037742663
2,973.5726822196906,2,3,Tier 2,City Center,Fully Furnished,10,Yes,11005419.418926628,11304.157994485728
2,895.2537394457156,2,2,Tier 1 (Metro),Tech Park,Fully Furnished,16,Yes,15909453.28269396,17770.887271070307
3,1092.4277954227578,4,0,Tier 3,Tech Park,Unfurnished,17,Yes,6067590.494827761,5554.22566164171
4,1568.1054714896607,3,2,Tier 2,Outskirts,Fully Furnished,13,Yes,9566608.364698412,6100.742927457791
2,595.6402720076105,2,0,Tier 1 (Metro),Tech Park,Semi-Furnished,16,No,9914986.489999099,16645.930364279357
3,1469.61578438954,3,3,Tier 1 (Metro),Tech Park,Fully Furnished,14,Yes,26229572.2469389,17847.911355847566
5,2200.7812097094766,2,3,Tier 1 (Metro),Outskirts,Fully Furnished,11,Yes,24050990.36166244,10928.387726846047
2,806.6824218029369,1,3,Tier 1 (Metro),Outskirts,Fully Furnished,15,Yes,8647417.909511678,10719.730188473279
2,986.3753149664094,1,2,Tier 2,Tech Park,Unfurnished,22,Yes,7053902.414426581,7151.337130397265
2,1072.7941261705475,1,2,Tier 1 (Metro),City Center,Unfurnished,5,Yes,21475118.313235797,20017.930551030804
2,1418.639586441989,1,0,Tier 3,Outskirts,Fully Furnished,1,Yes,6226625.6465109745,4389.1526121357065
2,697.6233160873574,2,1,Tier 3,Suburbs,Semi-Furnished,1,Yes,5638251.173974358,8082.085337394784
4,2463.7524173202087,2,1,Tier 1 (Metro),Outskirts,Fully Furnished,15,No,23974095.46979522,9730.724281083214
3,1791.9304683045216,2,3,Tier 1 (Metro),Suburbs,Unfurnished,1,Yes,25226835.59489253,14078.0214640591
3,1266.27217818699,4,1,Tier 3,Outskirts,Semi-Furnished,7,Yes,6076223.770348389,4798.5132067326485
2,1040.6471909172062,2,3,Tier 2,Outskirts,Fully Furnished,6,Yes,7284202.266263224,6999.684744109163
3,1362.7100251987154,3,0,Tier 2,Tech Park,Unfurnished,0,Yes,13211058.413696287,9694.695253870905
5,2592.8442902093693,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,3,Yes,45606736.921357654,17589.462311165225
3,1952.7393040213653,4,1,Tier 1 (Metro),Tech Park,Fully Furnished,10,Yes,34609140.92836044,17723.380103574633
1,560.5606232631313,2,3,Tier 2,City Center,Unfurnished,19,Yes,4749572.753912072,8472.897590030307
3,1652.5825119700326,4,0,Tier 3,Tech Park,Semi-Furnished,6,Yes,10829013.64895055,6552.782430234818
1,456.96906800453576,1,1,Tier 1 (Metro),Tech Park,Fully Furnished,17,Yes,8243146.920336826,18038.741563695963
2,703.188667015133,1,1,Tier 3,Outskirts,Semi-Furnished,3,Yes,3167330.689256007,4504.240238541621
1,479.1531789459592,1,1,Tier 1 (Metro),Outskirts,Semi-Furnished,16,No,3989395.765955305,8325.929872219933
3,1861.9824464591743,2,0,Tier 3,City Center,Semi-Furnished,10,Yes,13189879.640891183,7083.783021678654
3,1041.8496430231057,3,0,Tier 2,Suburbs,Unfurnished,10,Yes,8148606.647946578,7821.288515588484
2,788.982126364661,1,1,Tier 1 (Metro),Outskirts,Fully Furnished,19,Yes,8227101.858799398,10427.488258456313
2,1025.2535472468137,2,3,Tier 2,Outskirts,Semi-Furnished,10,No,5216944.743632794,5088.443495408747
2,803.0690430305475,1,3,Tier 1 (Metro),Suburbs,Semi-Furnished,14,No,10686716.927066196,13307.345140260486
2,841.4953105769575,2,1,Tier 1 (Metro),City Center,Semi-Furnished,13,Yes,16243353.953758575,19302.96431791353
2,915.2802836543646,1,0,Tier 1 (Metro),Outskirts,Unfurnished,16,No,9056457.196134126,9894.73646255675
2,726.8765191619701,1,1,Tier 1 (Metro),Tech Park,Semi-Furnished,1,Yes,13569407.987632183,18668.10610869177
3,1207.7634461350895,2,0,Tier 1 (Metro),City Center,Unfurnished,17,No,22075751.767929945,18278.208235705082
1,570.3427916787309,1,1,Tier 2,Suburbs,Unfurnished,15,Yes,2324715.0160641097,4075.996137729047
1,369.2630217769036,1,0,Tier 2,Suburbs,Semi-Furnished,11,Yes,2537399.949101215,6871.524630035194
2,680.4255731010325,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,9,Yes,12126828.198554803,17822.416849041856
4,1747.9900081864423,4,3,Tier 3,Tech Park,Unfurnished,15,Yes,11674376.38504505,6678.743202403849
3,1719.5866507529536,2,2,Tier 2,Tech Park,Unfurnished,2,Yes,14893526.207065923,8661.10829631325
3,1440.923457600933,2,3,Tier 3,City Center,Semi-Furnished,7,Yes,10565271.845257565,7332.29221130748
2,907.0837843768763,1,0,Tier 2,Suburbs,Unfurnished,21,Yes,4312792.00272023,4754.568516162941
3,1513.3076392546823,4,2,Tier 1 (Metro),Tech Park,Unfurnished,21,Yes,24844921.711281884,16417.627894562294
1,350.0,1,3,Tier 1 (Metro),Tech Park,Semi-Furnished,24,Yes,5529486.015034669,15798.531471527625
3,1648.4116961325099,3,1,Tier 2,Suburbs,Semi-Furnished,23,No,9522302.065217063,5776.652815287716
4,2153.3740125614577,4,0,Tier 1 (Metro),Outskirts,Fully Furnished,1,No,24181402.579797585,11229.541379592294
3,1377.2074577712835,4,0,Tier 1 (Metro),City Center,Semi-Furnished,21,No,26619093.512718767,19328.31060601145
4,2402.3698047185667,3,1,Tier 1 (Metro),Outskirts,Semi-Furnished,0,No,25510131.20605746,10618.73619787938
3,1161.7511703140883,4,1,Tier 1 (Metro),Tech Park,Semi-Furnished,13,Yes,20838174.829199806,17936.865795079033
2,1225.5817986507138,2,3,Tier 1 (Metro),City Center,Fully Furnished,24,Yes,22699648.53372924,18521.528761866473
4,2061.7974662381002,3,0,Tier 1 (Metro),Outskirts,Unfurnished,3,Yes,22757512.499883965,11037.70514443725
1,466.3447410121827,2,3,Tier 1 (Metro),Suburbs,Semi-Furnished,3,Yes,8091732.010214044,17351.395434740534
3,1494.0379093895067,2,1,Tier 2,Tech Park,Semi-Furnished,8,Yes,13477048.042117808,9020.552930698255
